Event,ExecTime(ms),VectorSize,Device
Shutdown Kernel Exec Time,4.33767,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.3553,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.13859,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,45.6403,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.792961,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.67203,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,107.698,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.83457,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,87.0487,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.35782,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,216.5,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.51137,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,175.595,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.59228,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6819,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,434.077,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.95665,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,352.14,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.43976,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,858.158,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,16.103,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,691.997,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,11.1309,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,138.714,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1718.48,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,31.6289,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1388.95,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,20.0781,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,277.422,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3494.92,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,63.3023,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2842.96,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,33.4316,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,554.841,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6905.39,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,127.115,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5611.49,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,56.6797,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1109.68,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13767.3,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,254.067,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11185.5,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,108.02,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2219.36,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28196.1,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,513.489,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23055,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,188.469,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4438.7,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,54601.5,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1017.7,268435456,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,44255.6,268435456,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,380.016,268435456,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8947.86,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113947,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2053.04,536870912,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,93264.2,536870912,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,734.156,536870912,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17895.7,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.42465,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.48655,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.394591,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004191,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038112,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.800014,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.216366,2048,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.403169,2048,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004416,2048,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.07168,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.33886,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.202495,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.755711,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.137216,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.139264,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.31305,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.191272,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.52685,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.213056,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.277249,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.1246,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.224462,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,3.10496,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.133984,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.549087,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.62645,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.284929,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.95763,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.181023,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.09568,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14.7609,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.316731,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11.8764,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.278816,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.18726,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28.0726,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.49223,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,22.6795,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.425984,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.37222,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.8218,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.14956,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,46.0245,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.794846,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.74086,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,108.562,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.83936,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,87.7217,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.40909,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.4808,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,218.205,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.47541,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,177.023,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.62634,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.9571,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,437.377,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.93987,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,355.046,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.34784,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.9085,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,863.858,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,13.941,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,698.339,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,11.5729,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1731.32,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,30.3738,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1400.85,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,20.095,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3522.71,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,62.2511,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2866.42,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,34.3799,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,559.246,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6960.34,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,128.015,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5656.22,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,57.2246,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1118.49,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13855.2,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,254.086,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11273,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,90.6074,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2236.97,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28422,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,512.98,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23233.9,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,200.586,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4473.93,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,55025,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1017.74,268435456,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,44680.6,268435456,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,378.219,268435456,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8947.86,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113952,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2054.04,536870912,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,93271.6,536870912,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,729.484,536870912,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17895.7,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.92364,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.480084,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.397055,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038176,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.803441,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.226848,2048,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.405409,2048,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.00448,2048,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.071521,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.19166,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.177084,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.755039,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035712,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.139583,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.12057,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.158674,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.40003,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.202464,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.276511,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.94433,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.184039,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,3.0015,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.1224,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.548863,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.45333,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.229812,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.85114,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.180191,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.09562,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14.857,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.328217,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11.9532,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.279614,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.18842,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28.0195,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.488851,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,22.6194,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.438275,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.37248,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.7949,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.13978,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,46.0092,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.791587,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.74087,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,108.567,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.83019,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,87.7191,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.42335,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.4811,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,218.285,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.47343,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,177.032,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.70822,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.9557,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,437.432,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.8614,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,355.077,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.43878,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.9085,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,863.192,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,13.875,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,698.03,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,11.2783,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1730.14,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,30.2047,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1400.42,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,19.4998,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.625,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3521.64,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,62.3659,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2865.5,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,34.1465,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,559.245,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6972.77,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,127.433,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5657.28,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,69.1348,33554432,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1118.49,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13865,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,254.265,67108864,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11274.9,67108864,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,98.3652,67108864,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2236.97,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,28402.6,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,514.135,134217728,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,23229,134217728,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,185.082,134217728,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4473.93,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,55023.9,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1018.62,268435456,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,44678.8,268435456,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,378.133,268435456,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8947.86,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113110,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2054.66,536870912,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,92562.1,536870912,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,737.531,536870912,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17754.8,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.47458,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.482483,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.397408,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.03808,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.772771,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.206306,2048,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.401313,2048,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004351,2048,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.070432,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.16387,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.151753,4096,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.749568,4096,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036863,4096,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.138176,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.11194,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.159658,8192,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.39043,8192,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.20304,8192,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.274305,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.92394,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.183731,16384,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.98189,16384,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.123392,16384,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.544769,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.40278,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.228706,32768,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.81222,32768,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.180224,32768,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.08698,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,14.7256,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.315704,65536,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,11.8581,65536,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.280579,65536,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.17088,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.9161,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.49622,131072,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,22.491,131072,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.462402,131072,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.33853,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,56.6378,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.12832,262144,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,45.5847,262144,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.805473,262144,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.67329,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,107.666,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.94603,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,86.9137,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.34038,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3426,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,216.284,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.57519,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,175.145,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.73712,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,435.495,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.25502,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,352.274,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,5.44189,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3588,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,857.649,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,15.0647,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,692.759,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,10.9158,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,138.713,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1718.38,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,30.0087,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1389.74,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,20.8396,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,277.423,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3493,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,62.4019,16777216,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2844.05,16777216,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,31.3169,16777216,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,554.842,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6906.65,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,127.753,33554432,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5615.04,33554432,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,53.7695,33554432,NVIDIA GeForce RTX 2080 Ti
