Event,ExecTime(ms),VectorSize
Total Exec Time,112.204,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.97848,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7533,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018402,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3414,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.718,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45616,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7552,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018433,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.342,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.332,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.07718,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7524,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018074,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3423,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.16,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.9421,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7521,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.016541,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,113.878,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.66007,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7452,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018402,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3411,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.317,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.10099,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.752,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.016579,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3423,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.414,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.20142,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7472,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.017822,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.682,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.42343,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7528,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.017754,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.12,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.89677,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7556,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018432,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3422,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.33,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.06907,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7564,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.01709,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3429,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.382,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.16269,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7506,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018433,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.437,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17927,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7518,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018432,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3422,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.541,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.31757,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7522,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.019584,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3412,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.321,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.10568,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7467,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018143,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.155,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.94655,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7421,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.01725,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3424,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.365,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.11924,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.742,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.01696,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.342,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.23,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.01816,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7421,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018211,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.726,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.46045,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7567,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018433,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3423,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.447,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.2125,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7506,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.018432,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3421,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,112.135,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91782,524288,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,91.7489,524288,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.016861,524288,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,17.3425,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,222.221,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.87339,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.483,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036454,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.193,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.88776,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.484,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035584,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.681,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.537,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.23392,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.478,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035584,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6809,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.624,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.31661,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.482,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036453,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.681,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.314,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.99648,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.486,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036606,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.51,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.19982,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.48,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036865,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6809,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.561,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.25254,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.484,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036285,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.631,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.32899,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.475,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036438,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.436,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09678,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.49,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036697,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.681,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.137,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.82365,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.488,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036393,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6819,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.726,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.41695,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.486,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035492,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.69,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.38174,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.485,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036866,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,222.102,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.77592,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.482,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036987,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.681,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.359,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.04417,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.49,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036682,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.558,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.23311,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.495,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036545,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6809,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.576,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.23937,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.503,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036865,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.792,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.47335,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.489,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036499,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6822,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,239.319,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,21.0081,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.484,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036575,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6811,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.628,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.31517,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.489,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035904,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6811,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.699,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.39619,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.478,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035324,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,222.449,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.13578,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.483,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036865,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.822,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.47901,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.48,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036255,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.708,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.40198,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.48,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035293,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.914,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.60195,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.487,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036393,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6809,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.472,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.16069,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.486,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035095,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.557,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.25124,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.482,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036224,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.695,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.35453,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.491,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.035645,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.681,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.58,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.22199,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.495,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036606,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.558,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.20853,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.485,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036255,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.681,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,221.588,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.25963,1048576,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,183.484,1048576,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.036011,1048576,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,34.6808,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,440.488,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.97906,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.938,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067596,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.643,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.17275,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.932,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067596,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.674,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.15743,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.936,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.068634,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.358,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.808,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.34269,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.923,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067596,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.358,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.916,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.40291,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.928,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067779,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3585,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,441.676,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.21143,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.926,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067505,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3582,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.773,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.28124,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.939,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.069183,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,458.349,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,21.8892,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.921,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067596,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3575,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.618,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.14939,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.928,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.069275,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3579,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.753,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.249,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.929,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067597,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3583,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,440.38,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.92098,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.922,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067749,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3594,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.458,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.98955,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.932,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.068237,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.667,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.20787,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.926,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067383,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3581,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.994,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.46773,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.94,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.069,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3591,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.573,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09892,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.932,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067596,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3578,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.665,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.18384,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.943,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067749,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.359,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.443,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.97443,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.932,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067566,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3582,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.948,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45073,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.923,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067596,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3591,2097152,NVIDIA GeForce RTX 2080 Ti
