Event,ExecTime(ms),VectorSize,Device
Total Exec Time,4.34678,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.07466,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.2415,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.31201,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.13829,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.14931,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.3747,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.44003,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.90733,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.3783,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,19.1664,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.1675,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.2996,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.7936,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.4417,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,122.648,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.4623,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,43.1339,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.12,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.221,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.8489,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,449.397,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.707,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,144.635,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,849.502,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.469,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,254.916,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1645.47,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1162.73,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,482.686,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3227.99,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2292.77,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,935.094,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.59643,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.091139,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.47456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.202357,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044765,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.137216,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.243402,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038452,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.190399,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.339081,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044835,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.280352,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.397486,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.08142,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.301344,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.512628,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.142314,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.352928,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.792514,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.279805,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.49296,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.29261,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.524749,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.74624,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.4666,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.03813,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.40688,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.32315,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.0824,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.20774,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.39445,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.19513,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.17571,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.3714,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.4162,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.92576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.4169,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.5921,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.5341,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.3256,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.8727,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.4041,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,123.727,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3712,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,44.3048,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,232.573,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,155.997,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.5235,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,446.941,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.453,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,142.44,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,852.287,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,595.34,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,256.833,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1657.17,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1160.53,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,496.58,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3225.54,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2289.7,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,935.719,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.07862,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.100519,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.464385,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.195336,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.043827,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.132672,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.236757,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.03785,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.184,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.328224,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044327,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.269312,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.338087,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081632,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.241696,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.554793,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.142107,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.397313,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.71184,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.275112,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.417793,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.30646,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.521889,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.764,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.47437,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.04545,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.40707,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.36647,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.07091,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.26474,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.32568,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.13621,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.16461,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.8086,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.80009,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.98022,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.9309,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,19.6329,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.2531,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.3438,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.7027,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.5776,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,123.174,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3988,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,43.7227,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.905,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.077,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,77.7769,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,441.935,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.623,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,137.26,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,871.978,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,593.12,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,278.738,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1655.75,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1165.67,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,490.027,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3214.91,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2288.55,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,926.239,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.02374,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.089704,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.47648,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.306877,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.114339,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.15536,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.250546,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.039181,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.194944,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.331223,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.045648,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.270432,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.404241,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081721,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.307168,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.517793,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.143897,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.357696,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.775312,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.273692,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.481281,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.3064,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.523875,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.759999,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.42871,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.05153,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.35373,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.27351,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.09208,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.1504,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.36925,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.10967,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.23526,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.4569,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.8454,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.58234,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,32.6758,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,17.4827,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.146,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,65.8786,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.8027,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.0134,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,120.561,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.2973,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,41.2132,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.255,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,155.94,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,77.2608,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,452.932,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.677,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,148.202,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,858.996,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.624,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,264.255,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1646.83,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1159.61,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,487.164,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3212.41,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2288.61,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,923.678,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.14187,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.095624,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.476192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.198379,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.043071,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.135295,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.247566,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038362,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.193248,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.337074,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.047215,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.274433,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.333573,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081566,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.237343,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.536606,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.142245,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.37888,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.70907,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.27122,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.419873,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.31763,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.526166,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.770144,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.48699,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.0676,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.39674,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.30533,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.08591,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.19738,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.33512,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.14022,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.15949,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.952,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,9.0895,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.83558,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,33.4716,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.2621,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.1634,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.9274,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.8748,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,28.0048,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,123.762,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.4432,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,44.2675,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,232.616,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.17,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.3926,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,443.725,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.631,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,139.039,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,846.852,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.422,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,252.314,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1667.51,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1159.36,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,508.084,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3218.15,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2286.92,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,931.11,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.84841,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.098042,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.509088,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.204631,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044941,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.139265,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.24585,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.039112,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.191777,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.34076,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.046055,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.280577,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.402204,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081803,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.305152,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.515808,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.143801,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.35536,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.7847,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.274396,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.49152,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.30646,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.536012,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.748959,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.40919,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.0476,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.33997,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.26693,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.08305,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.15245,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.25383,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.15259,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.07744,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.3806,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.43488,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.91619,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.0832,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.8409,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.1929,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.2443,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.7662,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.4272,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,123.538,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3792,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,44.1058,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.377,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.27,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,77.0554,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,441.156,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.943,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,136.158,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,864.095,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,595.522,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,268.46,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1651.03,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1162.99,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,487.986,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3216.41,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2292.09,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,924.203,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.39209,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.091449,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.55328,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.231108,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.075709,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.135168,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.237612,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038425,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.184576,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.345447,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044472,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.286721,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.340919,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.083444,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.242815,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.542317,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.14331,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.382849,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.713338,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.273202,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.421248,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.32196,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.523945,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.777663,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.36852,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.0519,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.29498,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.37202,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.07889,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.27123,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.38541,1048576,NVIDIA GeForce RTX 2080 Ti
