Event,ExecTime(ms),VectorSize,Device
Kernel Exec Time,8.03622,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,34.3886,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.842,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.4984,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.0246,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.8759,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.0985,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,120.654,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.338,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,41.2672,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.801,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.033,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,77.7162,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,442.386,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.392,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,137.94,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,843.707,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,593.649,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,249.94,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1662.07,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1159.18,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,502.826,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3216.16,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2288.5,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,927.536,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.04375,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.091463,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.521695,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.198241,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.043017,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.135167,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.237122,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.038327,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.18432,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.326595,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044333,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.268,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.333619,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.080792,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.238016,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.541813,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.144523,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.381121,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.715298,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.272351,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.424544,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.31721,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.523028,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.773376,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.46701,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.04805,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.39738,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.36374,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.08019,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.2528,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.26596,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.14907,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.09315,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.3961,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.40273,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.96333,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,33.5173,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,18.5528,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,14.9156,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,65.1178,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.8678,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,26.1878,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,122.875,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3424,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,43.4825,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,232.745,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.242,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,76.4518,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,440.445,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.222,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,136.171,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,847.136,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.361,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,252.66,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1666.76,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1162.88,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,503.835,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3209.43,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2286.89,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,922.409,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.14248,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.092899,1024,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.527647,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.194451,2048,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.0442,2048,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.131039,2048,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.236293,4096,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.037857,4096,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.18432,4096,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.330327,8192,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044885,8192,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.271967,8192,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.337079,16384,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.081089,16384,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.240352,16384,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.539368,32768,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.145174,32768,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.37888,32768,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.719907,65536,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.273775,65536,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.427456,65536,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.32,131072,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.525315,131072,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.774143,131072,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.47359,262144,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.04637,262144,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,1.40493,262144,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.16775,524288,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.07258,524288,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,2.07277,524288,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,8.38608,1048576,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.16061,1048576,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,4.19226,1048576,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,16.4807,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,8.63727,2097152,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,7.81472,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,33.3771,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,17.4424,4194304,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,15.8887,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,66.5768,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,38.6238,8388608,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,27.9033,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,124.916,16777216,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,79.3127,16777216,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,45.5552,16777216,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,233.542,33554432,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,156.234,33554432,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,77.256,33554432,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,442.06,67108864,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,304.73,67108864,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,137.278,67108864,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,848.357,134217728,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,594.357,134217728,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,253.883,134217728,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1664.2,268435456,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1158.61,268435456,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,505.515,268435456,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3221.33,536870912,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2287.22,536870912,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,933.986,536870912,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,24.3446,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.116914,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.674816,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.351928,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.105244,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.201727,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.405154,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.080871,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.293888,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.523411,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.09749,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.397312,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.539133,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.163308,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.346113,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.728765,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.289616,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.406528,32768,NVIDIA A100 80GB PCIe
Total Exec Time,1.1787,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.538356,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.603134,65536,NVIDIA A100 80GB PCIe
Total Exec Time,2.00426,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.90959,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.05779,131072,NVIDIA A100 80GB PCIe
Total Exec Time,3.23594,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.8051,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.39264,262144,NVIDIA A100 80GB PCIe
Total Exec Time,5.481,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,3.50612,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.93434,524288,NVIDIA A100 80GB PCIe
Total Exec Time,8.69291,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.63639,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,4.011,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,17.9189,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,9.88135,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,7.97696,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,35.5506,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,20.0356,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,15.4563,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,59.2725,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,37.8615,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,21.3473,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,115.162,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,77.6066,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,37.4846,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,221.23,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,149.581,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,71.5848,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,430.619,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,297.783,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,132.775,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,858.568,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,600.621,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,257.825,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1691.45,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1184.1,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,507.281,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3278.17,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2344.3,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,933.752,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.75193,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.080808,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.62464,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.274539,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.053928,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.192513,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.388038,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.037898,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.327679,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.465401,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.05398,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.388096,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.443187,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.092438,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.32768,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.609985,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.169805,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.417792,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.955588,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.312545,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.615425,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.47055,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.533896,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.908287,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.55462,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.10609,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.42029,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.47133,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.18277,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.25792,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.3922,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.02867,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.32902,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,14.6727,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.54209,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,6.07949,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,32.4455,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.6773,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,13.7103,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,59.7922,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,39.1367,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,20.5998,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,113.087,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,75.691,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,37.335,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,216.26,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,145.579,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,70.6191,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,414.331,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,287.117,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,127.148,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,821.074,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,579.301,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,241.658,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1660.18,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1165.21,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,494.899,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3288.59,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2355.21,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,933.239,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.53905,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.088425,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.536576,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.248588,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.049609,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.169983,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.305519,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.037749,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.246784,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.403749,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.053259,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.328705,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.4073,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.092832,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.292863,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.56178,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.172408,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.366593,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.823091,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.277181,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.520192,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.33183,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.538049,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.766975,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.41582,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.13426,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.25338,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.31485,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.05442,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.23232,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.54704,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,4.06444,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.45088,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,14.2627,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.4255,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,5.78867,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,32.9209,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.5703,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,14.295,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,56.8264,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,37.0595,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,19.713,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,111.461,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,74.8654,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,36.5373,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,222.109,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,150.875,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,71.1721,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,420.324,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,288.459,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,131.8,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,819.962,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,575.512,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,244.337,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1636.43,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1155.87,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,480.493,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3233.85,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2302.02,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,931.684,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.79138,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.086455,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.681983,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.271162,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.05314,2048,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.18944,2048,NVIDIA A100 80GB PCIe
Total Exec Time,0.362588,4096,NVIDIA A100 80GB PCIe
Memory Setup Time,0.046238,4096,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.292865,4096,NVIDIA A100 80GB PCIe
Total Exec Time,0.453832,8192,NVIDIA A100 80GB PCIe
Memory Setup Time,0.044448,8192,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.388097,8192,NVIDIA A100 80GB PCIe
Total Exec Time,0.441682,16384,NVIDIA A100 80GB PCIe
Memory Setup Time,0.081437,16384,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.338944,16384,NVIDIA A100 80GB PCIe
Total Exec Time,0.578801,32768,NVIDIA A100 80GB PCIe
Memory Setup Time,0.150796,32768,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.405503,32768,NVIDIA A100 80GB PCIe
Total Exec Time,0.907254,65536,NVIDIA A100 80GB PCIe
Memory Setup Time,0.268034,65536,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.612352,65536,NVIDIA A100 80GB PCIe
Total Exec Time,1.46465,131072,NVIDIA A100 80GB PCIe
Memory Setup Time,0.518804,131072,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.917504,131072,NVIDIA A100 80GB PCIe
Total Exec Time,2.44178,262144,NVIDIA A100 80GB PCIe
Memory Setup Time,1.0258,262144,NVIDIA A100 80GB PCIe
Kernel Exec Time,1.38752,262144,NVIDIA A100 80GB PCIe
Total Exec Time,4.14705,524288,NVIDIA A100 80GB PCIe
Memory Setup Time,2.01937,524288,NVIDIA A100 80GB PCIe
Kernel Exec Time,2.0992,524288,NVIDIA A100 80GB PCIe
Total Exec Time,7.23609,1048576,NVIDIA A100 80GB PCIe
Memory Setup Time,3.957,1048576,NVIDIA A100 80GB PCIe
Kernel Exec Time,3.24915,1048576,NVIDIA A100 80GB PCIe
Total Exec Time,14.8918,2097152,NVIDIA A100 80GB PCIe
Memory Setup Time,8.136,2097152,NVIDIA A100 80GB PCIe
Kernel Exec Time,6.71539,2097152,NVIDIA A100 80GB PCIe
Total Exec Time,32.0311,4194304,NVIDIA A100 80GB PCIe
Memory Setup Time,18.0146,4194304,NVIDIA A100 80GB PCIe
Kernel Exec Time,13.9592,4194304,NVIDIA A100 80GB PCIe
Total Exec Time,57.7732,8388608,NVIDIA A100 80GB PCIe
Memory Setup Time,36.534,8388608,NVIDIA A100 80GB PCIe
Kernel Exec Time,21.1763,8388608,NVIDIA A100 80GB PCIe
Total Exec Time,108.404,16777216,NVIDIA A100 80GB PCIe
Memory Setup Time,73.1488,16777216,NVIDIA A100 80GB PCIe
Kernel Exec Time,35.1928,16777216,NVIDIA A100 80GB PCIe
Total Exec Time,221.745,33554432,NVIDIA A100 80GB PCIe
Memory Setup Time,148.351,33554432,NVIDIA A100 80GB PCIe
Kernel Exec Time,73.3338,33554432,NVIDIA A100 80GB PCIe
Total Exec Time,426.825,67108864,NVIDIA A100 80GB PCIe
Memory Setup Time,292.376,67108864,NVIDIA A100 80GB PCIe
Kernel Exec Time,134.387,67108864,NVIDIA A100 80GB PCIe
Total Exec Time,859.881,134217728,NVIDIA A100 80GB PCIe
Memory Setup Time,591.903,134217728,NVIDIA A100 80GB PCIe
Kernel Exec Time,267.859,134217728,NVIDIA A100 80GB PCIe
Total Exec Time,1658.45,268435456,NVIDIA A100 80GB PCIe
Memory Setup Time,1165.85,268435456,NVIDIA A100 80GB PCIe
Kernel Exec Time,492.534,268435456,NVIDIA A100 80GB PCIe
Total Exec Time,3329.59,536870912,NVIDIA A100 80GB PCIe
Memory Setup Time,2377.09,536870912,NVIDIA A100 80GB PCIe
Kernel Exec Time,952.358,536870912,NVIDIA A100 80GB PCIe
Total Exec Time,2.96391,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,0.0871,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.671745,1024,NVIDIA A100 80GB PCIe
Total Exec Time,0.26085,2048,NVIDIA A100 80GB PCIe
Memory Setup Time,0.044583,2048,NVIDIA A100 80GB PCIe
