Event,ExecTime(ms),VectorSize,WorkGroupSize
Total Exec Time,4.17606,2097152,64
Memory Setup Time,3.63501,2097152,64
Kernel Exec Time,0.495137,2097152,64
Total Exec Time,4.03689,2097152,64
Memory Setup Time,3.49834,2097152,64
Kernel Exec Time,0.495361,2097152,64
Total Exec Time,3.74677,2097152,64
Memory Setup Time,3.20764,2097152,64
Kernel Exec Time,0.49456,2097152,64
Total Exec Time,3.78496,2097152,64
Memory Setup Time,3.2434,2097152,64
Kernel Exec Time,0.495616,2097152,64
Total Exec Time,3.67938,2097152,64
Memory Setup Time,3.14294,2097152,64
Kernel Exec Time,0.494945,2097152,64
Total Exec Time,4.13058,2097152,64
Memory Setup Time,3.59255,2097152,64
Kernel Exec Time,0.493728,2097152,64
Total Exec Time,4.60917,4194304,64
Memory Setup Time,3.59402,4194304,64
Kernel Exec Time,0.970784,4194304,64
Total Exec Time,4.45272,4194304,64
Memory Setup Time,3.43933,4194304,64
Kernel Exec Time,0.96944,4194304,64
Total Exec Time,4.50603,4194304,64
Memory Setup Time,3.49358,4194304,64
Kernel Exec Time,0.970527,4194304,64
Total Exec Time,4.93394,4194304,64
Memory Setup Time,3.92043,4194304,64
Kernel Exec Time,0.970753,4194304,64
Total Exec Time,4.81166,4194304,64
Memory Setup Time,3.79645,4194304,64
Kernel Exec Time,0.971776,4194304,64
Total Exec Time,4.95888,4194304,64
Memory Setup Time,3.9092,4194304,64
Kernel Exec Time,0.972801,4194304,64
Total Exec Time,4.75468,4194304,64
Memory Setup Time,3.74032,4194304,64
Kernel Exec Time,0.970752,4194304,64
Total Exec Time,4.50699,4194304,64
Memory Setup Time,3.48992,4194304,64
Kernel Exec Time,0.971071,4194304,64
Total Exec Time,4.50993,4194304,64
Memory Setup Time,3.49568,4194304,64
Kernel Exec Time,0.971232,4194304,64
Total Exec Time,4.98809,4194304,64
Memory Setup Time,3.90291,4194304,64
Kernel Exec Time,0.985151,4194304,64
Total Exec Time,4.9958,4194304,64
Memory Setup Time,3.97758,4194304,64
Kernel Exec Time,0.971073,4194304,64
Total Exec Time,4.65612,4194304,64
Memory Setup Time,3.6424,4194304,64
Kernel Exec Time,0.970624,4194304,64
Total Exec Time,4.52161,4194304,64
Memory Setup Time,3.50241,4194304,64
Kernel Exec Time,0.972801,4194304,64
Total Exec Time,4.57264,4194304,64
Memory Setup Time,3.5577,4194304,64
Kernel Exec Time,0.971872,4194304,64
Total Exec Time,4.60297,4194304,64
Memory Setup Time,3.58766,4194304,64
Kernel Exec Time,0.972161,4194304,64
Total Exec Time,4.9725,4194304,64
Memory Setup Time,3.95844,4194304,64
Kernel Exec Time,0.970751,4194304,64
Total Exec Time,4.79684,4194304,64
Memory Setup Time,3.78273,4194304,64
Kernel Exec Time,0.970592,4194304,64
Total Exec Time,4.91934,4194304,64
Memory Setup Time,3.90484,4194304,64
Kernel Exec Time,0.972,4194304,64
Total Exec Time,4.66803,4194304,64
Memory Setup Time,3.65404,4194304,64
Kernel Exec Time,0.972064,4194304,64
Total Exec Time,4.39008,4194304,64
Memory Setup Time,3.37635,4194304,64
Kernel Exec Time,0.970145,4194304,64
Total Exec Time,4.48647,4194304,64
Memory Setup Time,3.4722,4194304,64
Kernel Exec Time,0.970464,4194304,64
Total Exec Time,4.67663,4194304,64
Memory Setup Time,3.66134,4194304,64
Kernel Exec Time,0.97104,4194304,64
Total Exec Time,4.99389,4194304,64
Memory Setup Time,3.93512,4194304,64
Kernel Exec Time,0.974432,4194304,64
Total Exec Time,4.50451,4194304,64
Memory Setup Time,3.49114,4194304,64
Kernel Exec Time,0.969695,4194304,64
Total Exec Time,4.58622,4194304,64
Memory Setup Time,3.57143,4194304,64
Kernel Exec Time,0.971872,4194304,64
Total Exec Time,4.69599,4194304,64
Memory Setup Time,3.67971,4194304,64
Kernel Exec Time,0.971231,4194304,64
Total Exec Time,4.57358,4194304,64
Memory Setup Time,3.55443,4194304,64
Kernel Exec Time,0.970976,4194304,64
Total Exec Time,4.59476,4194304,64
Memory Setup Time,3.57921,4194304,64
Kernel Exec Time,0.970753,4194304,64
Total Exec Time,4.87867,4194304,64
Memory Setup Time,3.80581,4194304,64
Kernel Exec Time,0.974528,4194304,64
Total Exec Time,4.73352,4194304,64
Memory Setup Time,3.72039,4194304,64
Kernel Exec Time,0.970495,4194304,64
Total Exec Time,6.12063,8388608,64
Memory Setup Time,4.15454,8388608,64
Kernel Exec Time,1.92294,8388608,64
Total Exec Time,6.38281,8388608,64
Memory Setup Time,4.41615,8388608,64
Kernel Exec Time,1.9223,8388608,64
Total Exec Time,6.50106,8388608,64
Memory Setup Time,4.53316,8388608,64
Kernel Exec Time,1.92419,8388608,64
Total Exec Time,6.46541,8388608,64
Memory Setup Time,4.46476,8388608,64
Kernel Exec Time,1.92557,8388608,64
Total Exec Time,6.21509,8388608,64
Memory Setup Time,4.24764,8388608,64
Kernel Exec Time,1.92294,8388608,64
Total Exec Time,6.43896,8388608,64
Memory Setup Time,4.43304,8388608,64
Kernel Exec Time,1.92573,8388608,64
Total Exec Time,6.05784,8388608,64
Memory Setup Time,4.09129,8388608,64
Kernel Exec Time,1.92307,8388608,64
Total Exec Time,6.47156,8388608,64
Memory Setup Time,4.46454,8388608,64
Kernel Exec Time,1.9256,8388608,64
Total Exec Time,6.38071,8388608,64
Memory Setup Time,4.41451,8388608,64
Kernel Exec Time,1.92253,8388608,64
Total Exec Time,6.27689,8388608,64
Memory Setup Time,4.30997,8388608,64
Kernel Exec Time,1.92269,8388608,64
Total Exec Time,6.23855,8388608,64
Memory Setup Time,4.27066,8388608,64
Kernel Exec Time,1.92307,8388608,64
Total Exec Time,7.41787,8388608,64
Memory Setup Time,5.45047,8388608,64
Kernel Exec Time,1.92307,8388608,64
Total Exec Time,6.3331,8388608,64
Memory Setup Time,4.36106,8388608,64
Kernel Exec Time,1.92483,8388608,64
Total Exec Time,6.03467,8388608,64
Memory Setup Time,4.06726,8388608,64
Kernel Exec Time,1.92441,8388608,64
Total Exec Time,6.21743,8388608,64
Memory Setup Time,4.25026,8388608,64
Kernel Exec Time,1.92307,8388608,64
Total Exec Time,6.24991,8388608,64
Memory Setup Time,4.27874,8388608,64
Kernel Exec Time,1.92307,8388608,64
Total Exec Time,6.12892,8388608,64
Memory Setup Time,4.15898,8388608,64
Kernel Exec Time,1.92448,8388608,64
Total Exec Time,6.09981,8388608,64
Memory Setup Time,4.13337,8388608,64
Kernel Exec Time,1.92275,8388608,64
Total Exec Time,6.14209,8388608,64
Memory Setup Time,4.17129,8388608,64
Kernel Exec Time,1.92307,8388608,64
Total Exec Time,6.31264,8388608,64
Memory Setup Time,4.34274,8388608,64
Kernel Exec Time,1.92317,8388608,64
Total Exec Time,6.0212,8388608,64
Memory Setup Time,4.05487,8388608,64
Kernel Exec Time,1.92326,8388608,64
Total Exec Time,6.21044,8388608,64
Memory Setup Time,4.23947,8388608,64
Kernel Exec Time,1.92304,8388608,64
Total Exec Time,6.30244,8388608,64
Memory Setup Time,4.33563,8388608,64
Kernel Exec Time,1.92294,8388608,64
Total Exec Time,6.38036,8388608,64
Memory Setup Time,4.37133,8388608,64
Kernel Exec Time,1.92525,8388608,64
Total Exec Time,6.4289,8388608,64
Memory Setup Time,4.45851,8388608,64
Kernel Exec Time,1.92333,8388608,64
Total Exec Time,6.10294,8388608,64
Memory Setup Time,4.12305,8388608,64
Kernel Exec Time,1.92326,8388608,64
Total Exec Time,6.37515,8388608,64
Memory Setup Time,4.40668,8388608,64
Kernel Exec Time,1.92419,8388608,64
Total Exec Time,6.07686,8388608,64
Memory Setup Time,4.10662,8388608,64
Kernel Exec Time,1.92419,8388608,64
Total Exec Time,6.02936,8388608,64
Memory Setup Time,4.05873,8388608,64
Kernel Exec Time,1.92416,8388608,64
Total Exec Time,6.011,8388608,64
Memory Setup Time,4.04398,8388608,64
Kernel Exec Time,1.92176,8388608,64
Total Exec Time,9.22893,16777216,64
Memory Setup Time,5.35449,16777216,64
Kernel Exec Time,3.82698,16777216,64
Total Exec Time,9.23677,16777216,64
Memory Setup Time,5.35956,16777216,64
Kernel Exec Time,3.82976,16777216,64
Total Exec Time,9.31534,16777216,64
Memory Setup Time,5.43881,16777216,64
Kernel Exec Time,3.82832,16777216,64
Total Exec Time,9.32715,16777216,64
Memory Setup Time,5.45562,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,9.23088,16777216,64
Memory Setup Time,5.35859,16777216,64
Kernel Exec Time,3.82659,16777216,64
Total Exec Time,9.29135,16777216,64
Memory Setup Time,5.42025,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,8.97112,16777216,64
Memory Setup Time,5.09668,16777216,64
Kernel Exec Time,3.82966,16777216,64
Total Exec Time,9.06507,16777216,64
Memory Setup Time,5.19154,16777216,64
Kernel Exec Time,3.828,16777216,64
Total Exec Time,9.00209,16777216,64
Memory Setup Time,5.12553,16777216,64
Kernel Exec Time,3.82755,16777216,64
Total Exec Time,9.19987,16777216,64
Memory Setup Time,5.32587,16777216,64
Kernel Exec Time,3.82886,16777216,64
Total Exec Time,9.17188,16777216,64
Memory Setup Time,5.2978,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,9.13198,16777216,64
Memory Setup Time,5.25707,16777216,64
Kernel Exec Time,3.82886,16777216,64
Total Exec Time,9.23119,16777216,64
Memory Setup Time,5.35919,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,9.51991,16777216,64
Memory Setup Time,5.59484,16777216,64
Kernel Exec Time,3.83139,16777216,64
Total Exec Time,9.20217,16777216,64
Memory Setup Time,5.32443,16777216,64
Kernel Exec Time,3.82819,16777216,64
Total Exec Time,9.17599,16777216,64
Memory Setup Time,5.30072,16777216,64
Kernel Exec Time,3.8281,16777216,64
Total Exec Time,9.10858,16777216,64
Memory Setup Time,5.23379,16777216,64
Kernel Exec Time,3.83014,16777216,64
Total Exec Time,9.28541,16777216,64
Memory Setup Time,5.41389,16777216,64
Kernel Exec Time,3.82608,16777216,64
Total Exec Time,9.20602,16777216,64
Memory Setup Time,5.33524,16777216,64
Kernel Exec Time,3.82739,16777216,64
Total Exec Time,10.6439,16777216,64
Memory Setup Time,6.77137,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,9.20247,16777216,64
Memory Setup Time,5.32407,16777216,64
Kernel Exec Time,3.82803,16777216,64
Total Exec Time,8.98419,16777216,64
Memory Setup Time,5.11221,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,9.34657,16777216,64
Memory Setup Time,5.47181,16777216,64
Kernel Exec Time,3.82771,16777216,64
Total Exec Time,9.31073,16777216,64
Memory Setup Time,5.43935,16777216,64
Kernel Exec Time,3.82733,16777216,64
Total Exec Time,9.06418,16777216,64
Memory Setup Time,5.18871,16777216,64
Kernel Exec Time,3.82973,16777216,64
Total Exec Time,9.29702,16777216,64
Memory Setup Time,5.42405,16777216,64
Kernel Exec Time,3.8272,16777216,64
Total Exec Time,9.37012,16777216,64
Memory Setup Time,5.4985,16777216,64
Kernel Exec Time,3.8279,16777216,64
Total Exec Time,9.45089,16777216,64
Memory Setup Time,5.53167,16777216,64
Kernel Exec Time,3.8321,16777216,64
Total Exec Time,9.30669,16777216,64
Memory Setup Time,5.43269,16777216,64
Kernel Exec Time,3.83046,16777216,64
Total Exec Time,9.03933,16777216,64
Memory Setup Time,5.16642,16777216,64
Kernel Exec Time,3.82864,16777216,64
Total Exec Time,15.3295,33554432,64
Memory Setup Time,7.63851,33554432,64
Kernel Exec Time,7.64394,33554432,64
Total Exec Time,15.0359,33554432,64
Memory Setup Time,7.34483,33554432,64
Kernel Exec Time,7.64314,33554432,64
Total Exec Time,15.0112,33554432,64
Memory Setup Time,7.31796,33554432,64
Kernel Exec Time,7.64387,33554432,64
Total Exec Time,15.0294,33554432,64
Memory Setup Time,7.33971,33554432,64
Kernel Exec Time,7.64314,33554432,64
Total Exec Time,15.181,33554432,64
Memory Setup Time,7.48712,33554432,64
Kernel Exec Time,7.63952,33554432,64
Total Exec Time,15.0011,33554432,64
Memory Setup Time,7.30535,33554432,64
Kernel Exec Time,7.64518,33554432,64
Total Exec Time,15.2821,33554432,64
Memory Setup Time,7.59223,33554432,64
Kernel Exec Time,7.64336,33554432,64
Total Exec Time,14.9439,33554432,64
Memory Setup Time,7.25263,33554432,64
Kernel Exec Time,7.64416,33554432,64
Total Exec Time,16.2692,33554432,64
Memory Setup Time,8.57894,33554432,64
Kernel Exec Time,7.6415,33554432,64
Total Exec Time,32.8289,33554432,64
Memory Setup Time,25.1375,33554432,64
Kernel Exec Time,7.64378,33554432,64
Total Exec Time,14.8853,33554432,64
Memory Setup Time,7.20037,33554432,64
Kernel Exec Time,7.63786,33554432,64
Total Exec Time,18.1245,33554432,64
Memory Setup Time,10.4368,33554432,64
Kernel Exec Time,7.63981,33554432,64
Total Exec Time,15.2044,33554432,64
Memory Setup Time,7.51735,33554432,64
Kernel Exec Time,7.64026,33554432,64
Total Exec Time,15.4325,33554432,64
Memory Setup Time,7.74237,33554432,64
Kernel Exec Time,7.64198,33554432,64
Total Exec Time,15.3055,33554432,64
Memory Setup Time,7.61889,33554432,64
Kernel Exec Time,7.63757,33554432,64
Total Exec Time,15.2783,33554432,64
Memory Setup Time,7.5871,33554432,64
Kernel Exec Time,7.63827,33554432,64
Total Exec Time,15.1405,33554432,64
Memory Setup Time,7.45592,33554432,64
Kernel Exec Time,7.63955,33554432,64
Total Exec Time,14.9551,33554432,64
Memory Setup Time,7.26087,33554432,64
Kernel Exec Time,7.64317,33554432,64
Total Exec Time,14.9024,33554432,64
Memory Setup Time,7.21275,33554432,64
Kernel Exec Time,7.64195,33554432,64
Total Exec Time,15.0894,33554432,64
Memory Setup Time,7.4002,33554432,64
Kernel Exec Time,7.64112,33554432,64
Total Exec Time,15.1667,33554432,64
Memory Setup Time,7.47599,33554432,64
Kernel Exec Time,7.6449,33554432,64
Total Exec Time,14.9056,33554432,64
Memory Setup Time,7.21722,33554432,64
Kernel Exec Time,7.64259,33554432,64
Total Exec Time,15.0733,33554432,64
Memory Setup Time,7.38748,33554432,64
Kernel Exec Time,7.64061,33554432,64
Total Exec Time,15.0594,33554432,64
Memory Setup Time,7.36286,33554432,64
Kernel Exec Time,7.64464,33554432,64
Total Exec Time,14.9989,33554432,64
Memory Setup Time,7.30884,33554432,64
Kernel Exec Time,7.64074,33554432,64
Total Exec Time,15.0513,33554432,64
Memory Setup Time,7.36268,33554432,64
Kernel Exec Time,7.64259,33554432,64
Total Exec Time,15.3255,33554432,64
Memory Setup Time,7.59693,33554432,64
Kernel Exec Time,7.64605,33554432,64
Total Exec Time,15.1215,33554432,64
Memory Setup Time,7.42964,33554432,64
Kernel Exec Time,7.64368,33554432,64
Total Exec Time,15.0975,33554432,64
Memory Setup Time,7.41154,33554432,64
Kernel Exec Time,7.64119,33554432,64
Total Exec Time,15.1937,33554432,64
Memory Setup Time,7.50346,33554432,64
Kernel Exec Time,7.64109,33554432,64
Total Exec Time,27.0295,67108864,64
Memory Setup Time,11.7096,67108864,64
Kernel Exec Time,15.2701,67108864,64
Total Exec Time,26.7771,67108864,64
Memory Setup Time,11.4248,67108864,64
Kernel Exec Time,15.2672,67108864,64
Total Exec Time,26.6694,67108864,64
Memory Setup Time,11.3563,67108864,64
Kernel Exec Time,15.2658,67108864,64
Total Exec Time,26.9634,67108864,64
Memory Setup Time,11.6518,67108864,64
Kernel Exec Time,15.2637,67108864,64
Total Exec Time,26.8528,67108864,64
Memory Setup Time,11.5414,67108864,64
Kernel Exec Time,15.2615,67108864,64
Total Exec Time,26.9321,67108864,64
Memory Setup Time,11.6215,67108864,64
Kernel Exec Time,15.2616,67108864,64
Total Exec Time,26.8459,67108864,64
Memory Setup Time,11.5322,67108864,64
Kernel Exec Time,15.2604,67108864,64
Total Exec Time,26.97,67108864,64
Memory Setup Time,11.6633,67108864,64
Kernel Exec Time,15.2592,67108864,64
Total Exec Time,27.0435,67108864,64
Memory Setup Time,11.7281,67108864,64
Kernel Exec Time,15.2659,67108864,64
Total Exec Time,26.8975,67108864,64
Memory Setup Time,11.5899,67108864,64
Kernel Exec Time,15.2611,67108864,64
Total Exec Time,27.1209,67108864,64
Memory Setup Time,11.7715,67108864,64
Kernel Exec Time,15.2618,67108864,64
Total Exec Time,26.816,67108864,64
Memory Setup Time,11.5075,67108864,64
Kernel Exec Time,15.2596,67108864,64
Total Exec Time,26.7686,67108864,64
Memory Setup Time,11.4604,67108864,64
Kernel Exec Time,15.2614,67108864,64
Total Exec Time,26.6627,67108864,64
Memory Setup Time,11.3489,67108864,64
Kernel Exec Time,15.2699,67108864,64
Total Exec Time,26.8374,67108864,64
Memory Setup Time,11.5224,67108864,64
Kernel Exec Time,15.2656,67108864,64
Total Exec Time,26.7384,67108864,64
Memory Setup Time,11.4247,67108864,64
Kernel Exec Time,15.2652,67108864,64
Total Exec Time,26.7317,67108864,64
Memory Setup Time,11.4227,67108864,64
Kernel Exec Time,15.2636,67108864,64
Total Exec Time,26.9276,67108864,64
Memory Setup Time,11.5821,67108864,64
Kernel Exec Time,15.2641,67108864,64
Total Exec Time,26.9402,67108864,64
Memory Setup Time,11.6228,67108864,64
Kernel Exec Time,15.2699,67108864,64
Total Exec Time,26.7209,67108864,64
Memory Setup Time,11.4052,67108864,64
Kernel Exec Time,15.2678,67108864,64
Total Exec Time,26.7641,67108864,64
Memory Setup Time,11.4488,67108864,64
Kernel Exec Time,15.2691,67108864,64
Total Exec Time,26.5612,67108864,64
Memory Setup Time,11.2476,67108864,64
Kernel Exec Time,15.2675,67108864,64
Total Exec Time,26.4599,67108864,64
Memory Setup Time,11.1498,67108864,64
Kernel Exec Time,15.2651,67108864,64
Total Exec Time,26.7748,67108864,64
Memory Setup Time,11.4674,67108864,64
Kernel Exec Time,15.2595,67108864,64
Total Exec Time,26.959,67108864,64
Memory Setup Time,11.6161,67108864,64
Kernel Exec Time,15.2637,67108864,64
Total Exec Time,26.9406,67108864,64
Memory Setup Time,11.6204,67108864,64
Kernel Exec Time,15.2661,67108864,64
Total Exec Time,26.8251,67108864,64
Memory Setup Time,11.4692,67108864,64
Kernel Exec Time,15.2698,67108864,64
Total Exec Time,26.866,67108864,64
Memory Setup Time,11.5521,67108864,64
Kernel Exec Time,15.2655,67108864,64
Total Exec Time,26.4822,67108864,64
Memory Setup Time,11.1617,67108864,64
Kernel Exec Time,15.2734,67108864,64
Total Exec Time,27.7205,67108864,64
Memory Setup Time,12.4039,67108864,64
Kernel Exec Time,15.2646,67108864,64
Total Exec Time,57.095,134217728,64
Memory Setup Time,34.2505,134217728,64
Kernel Exec Time,22.796,134217728,64
Total Exec Time,39.6841,134217728,64
Memory Setup Time,16.8243,134217728,64
Kernel Exec Time,22.8065,134217728,64
Total Exec Time,38.8445,134217728,64
Memory Setup Time,16.1721,134217728,64
Kernel Exec Time,22.6237,134217728,64
Total Exec Time,38.1894,134217728,64
Memory Setup Time,15.8736,134217728,64
Kernel Exec Time,22.2674,134217728,64
Total Exec Time,38.0079,134217728,64
Memory Setup Time,15.6955,134217728,64
Kernel Exec Time,22.2684,134217728,64
Total Exec Time,38.1993,134217728,64
Memory Setup Time,15.8681,134217728,64
Kernel Exec Time,22.2692,134217728,64
Total Exec Time,37.9291,134217728,64
Memory Setup Time,15.6118,134217728,64
Kernel Exec Time,22.2695,134217728,64
Total Exec Time,37.9983,134217728,64
Memory Setup Time,15.6807,134217728,64
Kernel Exec Time,22.2685,134217728,64
Total Exec Time,38.1824,134217728,64
Memory Setup Time,15.8674,134217728,64
Kernel Exec Time,22.2679,134217728,64
Total Exec Time,38.0492,134217728,64
Memory Setup Time,15.7338,134217728,64
Kernel Exec Time,22.2684,134217728,64
Total Exec Time,38.2505,134217728,64
Memory Setup Time,15.9278,134217728,64
Kernel Exec Time,22.268,134217728,64
Total Exec Time,37.9419,134217728,64
Memory Setup Time,15.6299,134217728,64
Kernel Exec Time,22.266,134217728,64
Total Exec Time,38.0319,134217728,64
Memory Setup Time,15.7096,134217728,64
Kernel Exec Time,22.2679,134217728,64
Total Exec Time,37.8528,134217728,64
Memory Setup Time,15.6705,134217728,64
Kernel Exec Time,22.1343,134217728,64
Total Exec Time,37.7167,134217728,64
Memory Setup Time,15.5364,134217728,64
Kernel Exec Time,22.1343,134217728,64
Total Exec Time,37.9057,134217728,64
Memory Setup Time,15.7247,134217728,64
Kernel Exec Time,22.1333,134217728,64
Total Exec Time,37.6684,134217728,64
Memory Setup Time,15.4907,134217728,64
Kernel Exec Time,22.1328,134217728,64
Total Exec Time,37.8074,134217728,64
Memory Setup Time,15.6279,134217728,64
Kernel Exec Time,22.1349,134217728,64
Total Exec Time,38.2169,134217728,64
Memory Setup Time,16.039,134217728,64
Kernel Exec Time,22.1322,134217728,64
Total Exec Time,37.7884,134217728,64
Memory Setup Time,15.6118,134217728,64
Kernel Exec Time,22.131,134217728,64
Total Exec Time,38.0248,134217728,64
Memory Setup Time,15.8452,134217728,64
Kernel Exec Time,22.1358,134217728,64
Total Exec Time,38.1372,134217728,64
Memory Setup Time,15.8194,134217728,64
Kernel Exec Time,22.27,134217728,64
Total Exec Time,37.9464,134217728,64
Memory Setup Time,15.632,134217728,64
Kernel Exec Time,22.2694,134217728,64
Total Exec Time,38.1609,134217728,64
Memory Setup Time,15.8451,134217728,64
Kernel Exec Time,22.2659,134217728,64
Total Exec Time,37.7374,134217728,64
Memory Setup Time,15.4205,134217728,64
Kernel Exec Time,22.2687,134217728,64
Total Exec Time,38.0609,134217728,64
Memory Setup Time,15.8801,134217728,64
Kernel Exec Time,22.1341,134217728,64
Total Exec Time,37.6966,134217728,64
Memory Setup Time,15.5147,134217728,64
Kernel Exec Time,22.1348,134217728,64
Total Exec Time,37.7866,134217728,64
Memory Setup Time,15.6065,134217728,64
Kernel Exec Time,22.1343,134217728,64
Total Exec Time,37.9669,134217728,64
Memory Setup Time,15.7863,134217728,64
Kernel Exec Time,22.1327,134217728,64
Total Exec Time,37.981,134217728,64
Memory Setup Time,15.7847,134217728,64
Kernel Exec Time,22.1367,134217728,64
Total Exec Time,72.7319,268435456,64
Memory Setup Time,28.3027,268435456,64
Kernel Exec Time,44.3781,268435456,64
Total Exec Time,72.136,268435456,64
Memory Setup Time,27.9845,268435456,64
Kernel Exec Time,44.1032,268435456,64
Total Exec Time,72.4966,268435456,64
Memory Setup Time,28.0599,268435456,64
Kernel Exec Time,44.3863,268435456,64
Total Exec Time,72.6001,268435456,64
Memory Setup Time,28.1798,268435456,64
Kernel Exec Time,44.3698,268435456,64
Total Exec Time,72.1159,268435456,64
Memory Setup Time,27.9536,268435456,64
Kernel Exec Time,44.1119,268435456,64
Total Exec Time,72.3552,268435456,64
Memory Setup Time,28.1569,268435456,64
Kernel Exec Time,44.1487,268435456,64
Total Exec Time,72.5244,268435456,64
Memory Setup Time,28.3665,268435456,64
Kernel Exec Time,44.0994,268435456,64
Total Exec Time,72.3442,268435456,64
Memory Setup Time,27.8277,268435456,64
Kernel Exec Time,44.4682,268435456,64
Total Exec Time,72.2584,268435456,64
Memory Setup Time,28.1827,268435456,64
Kernel Exec Time,44.0229,268435456,64
Total Exec Time,72.3934,268435456,64
Memory Setup Time,28.1613,268435456,64
Kernel Exec Time,44.1787,268435456,64
Total Exec Time,73.1729,268435456,64
Memory Setup Time,28.4994,268435456,64
Kernel Exec Time,44.6277,268435456,64
Total Exec Time,75.8192,268435456,64
Memory Setup Time,31.5025,268435456,64
Kernel Exec Time,44.268,268435456,64
Total Exec Time,72.7495,268435456,64
Memory Setup Time,28.2781,268435456,64
Kernel Exec Time,44.4211,268435456,64
Total Exec Time,73.4562,268435456,64
Memory Setup Time,29.1757,268435456,64
Kernel Exec Time,44.2307,268435456,64
Total Exec Time,72.5654,268435456,64
Memory Setup Time,27.9793,268435456,64
Kernel Exec Time,44.5345,268435456,64
Total Exec Time,73.1779,268435456,64
Memory Setup Time,29.072,268435456,64
Kernel Exec Time,44.0529,268435456,64
Total Exec Time,72.4902,268435456,64
Memory Setup Time,28.1972,268435456,64
Kernel Exec Time,44.245,268435456,64
Total Exec Time,72.5268,268435456,64
Memory Setup Time,27.9062,268435456,64
Kernel Exec Time,44.5718,268435456,64
Total Exec Time,72.5796,268435456,64
Memory Setup Time,28.227,268435456,64
Kernel Exec Time,44.3025,268435456,64
Total Exec Time,72.7492,268435456,64
Memory Setup Time,28.2852,268435456,64
Kernel Exec Time,44.409,268435456,64
Total Exec Time,72.6487,268435456,64
Memory Setup Time,28.0908,268435456,64
Kernel Exec Time,44.5112,268435456,64
Total Exec Time,72.4335,268435456,64
Memory Setup Time,28.2349,268435456,64
Kernel Exec Time,44.1494,268435456,64
Total Exec Time,72.2092,268435456,64
Memory Setup Time,28.1172,268435456,64
Kernel Exec Time,44.0445,268435456,64
Total Exec Time,72.2289,268435456,64
Memory Setup Time,27.9179,268435456,64
Kernel Exec Time,44.2645,268435456,64
Total Exec Time,72.6811,268435456,64
Memory Setup Time,28.2501,268435456,64
Kernel Exec Time,44.383,268435456,64
Total Exec Time,72.2732,268435456,64
Memory Setup Time,28.113,268435456,64
Kernel Exec Time,44.1113,268435456,64
Total Exec Time,72.6616,268435456,64
Memory Setup Time,28.345,268435456,64
Kernel Exec Time,44.26,268435456,64
Total Exec Time,73.1928,268435456,64
Memory Setup Time,28.4879,268435456,64
Kernel Exec Time,44.6505,268435456,64
Total Exec Time,72.2567,268435456,64
Memory Setup Time,28.1668,268435456,64
Kernel Exec Time,44.0421,268435456,64
Total Exec Time,72.8339,268435456,64
Memory Setup Time,28.3804,268435456,64
Kernel Exec Time,44.4006,268435456,64
Total Exec Time,143.119,536870912,64
Memory Setup Time,52.9341,536870912,64
Kernel Exec Time,90.1366,536870912,64
Total Exec Time,143.756,536870912,64
Memory Setup Time,53.4043,536870912,64
Kernel Exec Time,90.2984,536870912,64
Total Exec Time,143.661,536870912,64
Memory Setup Time,53.1982,536870912,64
Kernel Exec Time,90.4131,536870912,64
Total Exec Time,144.021,536870912,64
Memory Setup Time,53.2558,536870912,64
Kernel Exec Time,90.7165,536870912,64
Total Exec Time,144.255,536870912,64
Memory Setup Time,53.264,536870912,64
Kernel Exec Time,90.9353,536870912,64
Total Exec Time,143.394,536870912,64
Memory Setup Time,52.9137,536870912,64
Kernel Exec Time,90.4165,536870912,64
Total Exec Time,143.534,536870912,64
Memory Setup Time,52.9598,536870912,64
Kernel Exec Time,90.526,536870912,64
Total Exec Time,143.619,536870912,64
Memory Setup Time,52.9711,536870912,64
Kernel Exec Time,90.6003,536870912,64
Total Exec Time,143.598,536870912,64
Memory Setup Time,53.2997,536870912,64
Kernel Exec Time,90.2459,536870912,64
Total Exec Time,147.636,536870912,64
Memory Setup Time,56.7666,536870912,64
Kernel Exec Time,90.8186,536870912,64
Total Exec Time,143.484,536870912,64
Memory Setup Time,53.0979,536870912,64
Kernel Exec Time,90.3352,536870912,64
Total Exec Time,144.271,536870912,64
Memory Setup Time,53.3967,536870912,64
Kernel Exec Time,90.8282,536870912,64
Total Exec Time,143.93,536870912,64
Memory Setup Time,53.1178,536870912,64
Kernel Exec Time,90.7572,536870912,64
Total Exec Time,143.96,536870912,64
Memory Setup Time,53.133,536870912,64
Kernel Exec Time,90.7781,536870912,64
Total Exec Time,143.55,536870912,64
Memory Setup Time,53.0961,536870912,64
Kernel Exec Time,90.4045,536870912,64
Total Exec Time,143.265,536870912,64
Memory Setup Time,52.9887,536870912,64
Kernel Exec Time,90.2307,536870912,64
Total Exec Time,143.607,536870912,64
Memory Setup Time,53.1516,536870912,64
Kernel Exec Time,90.4007,536870912,64
Total Exec Time,143.532,536870912,64
Memory Setup Time,53.0083,536870912,64
