Event,ExecTime(ms),VectorSize,WorkGroupSize
Memory Setup Time,6.68364,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,4.1338,131072,512
Memory Setup Time,3.99063,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.49845,131072,512
Memory Setup Time,2.35753,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.66467,131072,512
Memory Setup Time,2.52279,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.33979,131072,512
Memory Setup Time,2.17722,131072,512
Kernel Exec Time,0.090112,131072,512
Total Exec Time,2.64801,131072,512
Memory Setup Time,2.50675,131072,512
Kernel Exec Time,0.090113,131072,512
Total Exec Time,2.64863,131072,512
Memory Setup Time,2.49952,131072,512
Kernel Exec Time,0.089089,131072,512
Total Exec Time,2.61499,131072,512
Memory Setup Time,2.47359,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.26387,131072,512
Memory Setup Time,2.12229,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.6291,131072,512
Memory Setup Time,2.48769,131072,512
Kernel Exec Time,0.089087,131072,512
Total Exec Time,2.6645,131072,512
Memory Setup Time,2.52301,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.59303,131072,512
Memory Setup Time,2.45094,131072,512
Kernel Exec Time,0.090112,131072,512
Total Exec Time,2.8376,131072,512
Memory Setup Time,2.69673,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.41126,131072,512
Memory Setup Time,2.27393,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.5394,131072,512
Memory Setup Time,2.39911,131072,512
Kernel Exec Time,0.090112,131072,512
Total Exec Time,2.76462,131072,512
Memory Setup Time,2.62417,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,2.78125,131072,512
Memory Setup Time,2.64411,131072,512
Kernel Exec Time,0.091136,131072,512
Total Exec Time,3.2872,131072,512
Memory Setup Time,3.14847,131072,512
Kernel Exec Time,0.090111,131072,512
Total Exec Time,3.46621,131072,512
Memory Setup Time,3.32439,131072,512
Kernel Exec Time,0.090111,131072,512
Total Exec Time,4.13762,131072,512
Memory Setup Time,4.00084,131072,512
Kernel Exec Time,0.089088,131072,512
Total Exec Time,3.5904,262144,512
Memory Setup Time,3.36615,262144,512
Kernel Exec Time,0.173056,262144,512
Total Exec Time,3.90845,262144,512
Memory Setup Time,3.66225,262144,512
Kernel Exec Time,0.179199,262144,512
Total Exec Time,4.23721,262144,512
Memory Setup Time,4.01193,262144,512
Kernel Exec Time,0.173056,262144,512
Total Exec Time,10.0637,262144,512
Memory Setup Time,9.82673,262144,512
Kernel Exec Time,0.17408,262144,512
Total Exec Time,5.62248,262144,512
Memory Setup Time,5.39714,262144,512
Kernel Exec Time,0.172032,262144,512
Total Exec Time,2.33734,262144,512
Memory Setup Time,2.11698,262144,512
Kernel Exec Time,0.172033,262144,512
Total Exec Time,2.45416,262144,512
Memory Setup Time,2.23131,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,2.74559,262144,512
Memory Setup Time,2.52363,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,2.37586,262144,512
Memory Setup Time,2.13984,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,2.40303,262144,512
Memory Setup Time,2.18121,262144,512
Kernel Exec Time,0.172033,262144,512
Total Exec Time,2.43678,262144,512
Memory Setup Time,2.21636,262144,512
Kernel Exec Time,0.172031,262144,512
Total Exec Time,2.67553,262144,512
Memory Setup Time,2.44573,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,2.26267,262144,512
Memory Setup Time,2.03669,262144,512
Kernel Exec Time,0.172031,262144,512
Total Exec Time,2.79147,262144,512
Memory Setup Time,2.55421,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,2.82748,262144,512
Memory Setup Time,2.60441,262144,512
Kernel Exec Time,0.172033,262144,512
Total Exec Time,3.0101,262144,512
Memory Setup Time,2.78605,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,2.63599,262144,512
Memory Setup Time,2.40975,262144,512
Kernel Exec Time,0.172031,262144,512
Total Exec Time,2.94883,262144,512
Memory Setup Time,2.7235,262144,512
Kernel Exec Time,0.172033,262144,512
Total Exec Time,2.88891,262144,512
Memory Setup Time,2.66536,262144,512
Kernel Exec Time,0.172033,262144,512
Total Exec Time,2.88432,262144,512
Memory Setup Time,2.65882,262144,512
Kernel Exec Time,0.172031,262144,512
Total Exec Time,3.60765,262144,512
Memory Setup Time,3.38207,262144,512
Kernel Exec Time,0.171007,262144,512
Total Exec Time,2.73065,262144,512
Memory Setup Time,2.50415,262144,512
Kernel Exec Time,0.172031,262144,512
Total Exec Time,5.43501,262144,512
Memory Setup Time,5.20812,262144,512
Kernel Exec Time,0.172032,262144,512
Total Exec Time,2.99743,262144,512
Memory Setup Time,2.7719,262144,512
Kernel Exec Time,0.172033,262144,512
Total Exec Time,5.03075,262144,512
Memory Setup Time,4.80907,262144,512
Kernel Exec Time,0.172032,262144,512
Total Exec Time,2.99158,262144,512
Memory Setup Time,2.76622,262144,512
Kernel Exec Time,0.171007,262144,512
Total Exec Time,5.45046,262144,512
Memory Setup Time,5.22941,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,4.40683,262144,512
Memory Setup Time,4.18496,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,5.05855,262144,512
Memory Setup Time,4.839,262144,512
Kernel Exec Time,0.172032,262144,512
Total Exec Time,2.36073,262144,512
Memory Setup Time,2.13862,262144,512
Kernel Exec Time,0.173055,262144,512
Total Exec Time,3.09766,524288,512
Memory Setup Time,2.7793,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,2.49468,524288,512
Memory Setup Time,2.18767,524288,512
Kernel Exec Time,0.254975,524288,512
Total Exec Time,2.95876,524288,512
Memory Setup Time,2.65469,524288,512
Kernel Exec Time,0.256001,524288,512
Total Exec Time,3.17169,524288,512
Memory Setup Time,2.86749,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,3.11785,524288,512
Memory Setup Time,2.80132,524288,512
Kernel Exec Time,0.256001,524288,512
Total Exec Time,3.0269,524288,512
Memory Setup Time,2.71815,524288,512
Kernel Exec Time,0.256001,524288,512
Total Exec Time,3.18655,524288,512
Memory Setup Time,2.8797,524288,512
Kernel Exec Time,0.254975,524288,512
Total Exec Time,3.15426,524288,512
Memory Setup Time,2.84539,524288,512
Kernel Exec Time,0.256,524288,512
Total Exec Time,2.96277,524288,512
Memory Setup Time,2.65851,524288,512
Kernel Exec Time,0.256,524288,512
Total Exec Time,3.03064,524288,512
Memory Setup Time,2.7223,524288,512
Kernel Exec Time,0.254975,524288,512
Total Exec Time,3.15102,524288,512
Memory Setup Time,2.84675,524288,512
Kernel Exec Time,0.256001,524288,512
Total Exec Time,3.17687,524288,512
Memory Setup Time,2.86958,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,10.4812,524288,512
Memory Setup Time,10.1728,524288,512
Kernel Exec Time,0.256001,524288,512
Total Exec Time,2.93593,524288,512
Memory Setup Time,2.62375,524288,512
Kernel Exec Time,0.255999,524288,512
Total Exec Time,3.07889,524288,512
Memory Setup Time,2.77161,524288,512
Kernel Exec Time,0.255999,524288,512
Total Exec Time,4.6686,524288,512
Memory Setup Time,4.35808,524288,512
Kernel Exec Time,0.256,524288,512
Total Exec Time,5.07209,524288,512
Memory Setup Time,4.76242,524288,512
Kernel Exec Time,0.255999,524288,512
Total Exec Time,4.32944,524288,512
Memory Setup Time,4.02037,524288,512
Kernel Exec Time,0.254977,524288,512
Total Exec Time,5.18593,524288,512
Memory Setup Time,4.85825,524288,512
Kernel Exec Time,0.262144,524288,512
Total Exec Time,4.76804,524288,512
Memory Setup Time,4.46073,524288,512
Kernel Exec Time,0.254975,524288,512
Total Exec Time,5.35446,524288,512
Memory Setup Time,5.04413,524288,512
Kernel Exec Time,0.256,524288,512
Total Exec Time,8.02178,524288,512
Memory Setup Time,7.71136,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,2.84497,524288,512
Memory Setup Time,2.53774,524288,512
Kernel Exec Time,0.254977,524288,512
Total Exec Time,3.15259,524288,512
Memory Setup Time,2.84449,524288,512
Kernel Exec Time,0.256,524288,512
Total Exec Time,3.20346,524288,512
Memory Setup Time,2.89586,524288,512
Kernel Exec Time,0.254977,524288,512
Total Exec Time,3.04576,524288,512
Memory Setup Time,2.73814,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,2.92417,524288,512
Memory Setup Time,2.61661,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,3.04594,524288,512
Memory Setup Time,2.7394,524288,512
Kernel Exec Time,0.254977,524288,512
Total Exec Time,3.32481,524288,512
Memory Setup Time,3.01714,524288,512
Kernel Exec Time,0.254975,524288,512
Total Exec Time,3.06781,524288,512
Memory Setup Time,2.76094,524288,512
Kernel Exec Time,0.254976,524288,512
Total Exec Time,3.2011,1048576,512
Memory Setup Time,2.72458,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,3.43723,1048576,512
Memory Setup Time,2.96307,1048576,512
Kernel Exec Time,0.421889,1048576,512
Total Exec Time,3.18041,1048576,512
Memory Setup Time,2.69939,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,2.98242,1048576,512
Memory Setup Time,2.50836,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,3.31919,1048576,512
Memory Setup Time,2.84542,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,6.5616,1048576,512
Memory Setup Time,6.08173,1048576,512
Kernel Exec Time,0.422911,1048576,512
Total Exec Time,4.33351,1048576,512
Memory Setup Time,3.85948,1048576,512
Kernel Exec Time,0.422912,1048576,512
Total Exec Time,5.18027,1048576,512
Memory Setup Time,4.70609,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,5.71448,1048576,512
Memory Setup Time,5.2401,1048576,512
Kernel Exec Time,0.421888,1048576,512
Total Exec Time,5.2278,1048576,512
Memory Setup Time,4.75207,1048576,512
Kernel Exec Time,0.422912,1048576,512
Total Exec Time,4.58191,1048576,512
Memory Setup Time,4.10872,1048576,512
Kernel Exec Time,0.421889,1048576,512
Total Exec Time,5.55734,1048576,512
Memory Setup Time,5.07681,1048576,512
Kernel Exec Time,0.421889,1048576,512
Total Exec Time,5.74133,1048576,512
Memory Setup Time,5.2679,1048576,512
Kernel Exec Time,0.421888,1048576,512
Total Exec Time,7.24146,1048576,512
Memory Setup Time,6.76739,1048576,512
Kernel Exec Time,0.422913,1048576,512
Total Exec Time,5.66658,1048576,512
Memory Setup Time,5.19268,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,2.91072,1048576,512
Memory Setup Time,2.43376,1048576,512
Kernel Exec Time,0.420865,1048576,512
Total Exec Time,3.15188,1048576,512
Memory Setup Time,2.67814,1048576,512
Kernel Exec Time,0.422913,1048576,512
Total Exec Time,3.32371,1048576,512
Memory Setup Time,2.84997,1048576,512
Kernel Exec Time,0.422911,1048576,512
Total Exec Time,3.00567,1048576,512
Memory Setup Time,2.5335,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,3.35544,1048576,512
Memory Setup Time,2.88084,1048576,512
Kernel Exec Time,0.421888,1048576,512
Total Exec Time,2.99404,1048576,512
Memory Setup Time,2.51223,1048576,512
Kernel Exec Time,0.422913,1048576,512
Total Exec Time,2.86504,1048576,512
Memory Setup Time,2.39159,1048576,512
Kernel Exec Time,0.421889,1048576,512
Total Exec Time,2.96013,1048576,512
Memory Setup Time,2.48507,1048576,512
Kernel Exec Time,0.422913,1048576,512
Total Exec Time,3.06889,1048576,512
Memory Setup Time,2.59372,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,2.97491,1048576,512
Memory Setup Time,2.50166,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,3.46118,1048576,512
Memory Setup Time,2.98575,1048576,512
Kernel Exec Time,0.421889,1048576,512
Total Exec Time,2.95886,1048576,512
Memory Setup Time,2.48477,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,3.22783,1048576,512
Memory Setup Time,2.75918,1048576,512
Kernel Exec Time,0.421887,1048576,512
Total Exec Time,3.34732,1048576,512
Memory Setup Time,2.87694,1048576,512
Kernel Exec Time,0.422913,1048576,512
Total Exec Time,6.04508,1048576,512
Memory Setup Time,5.57023,1048576,512
Kernel Exec Time,0.421889,1048576,512
Total Exec Time,3.60262,2097152,512
Memory Setup Time,2.71203,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,6.78383,2097152,512
Memory Setup Time,5.88583,2097152,512
Kernel Exec Time,0.845823,2097152,512
Total Exec Time,3.48024,2097152,512
Memory Setup Time,2.58741,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,4.73592,2097152,512
Memory Setup Time,3.84631,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.8594,2097152,512
Memory Setup Time,2.96807,2097152,512
Kernel Exec Time,0.838655,2097152,512
Total Exec Time,4.16261,2097152,512
Memory Setup Time,3.272,2097152,512
Kernel Exec Time,0.83968,2097152,512
Total Exec Time,3.76116,2097152,512
Memory Setup Time,2.87067,2097152,512
Kernel Exec Time,0.838657,2097152,512
Total Exec Time,5.82763,2097152,512
Memory Setup Time,4.93651,2097152,512
Kernel Exec Time,0.839681,2097152,512
Total Exec Time,3.48496,2097152,512
Memory Setup Time,2.5947,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.55333,2097152,512
Memory Setup Time,2.66718,2097152,512
Kernel Exec Time,0.838655,2097152,512
Total Exec Time,3.66625,2097152,512
Memory Setup Time,2.77487,2097152,512
Kernel Exec Time,0.838657,2097152,512
Total Exec Time,3.29082,2097152,512
Memory Setup Time,2.40319,2097152,512
Kernel Exec Time,0.838655,2097152,512
Total Exec Time,3.51774,2097152,512
Memory Setup Time,2.63155,2097152,512
Kernel Exec Time,0.838655,2097152,512
Total Exec Time,3.71882,2097152,512
Memory Setup Time,2.82858,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.45985,2097152,512
Memory Setup Time,2.57385,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.57272,2097152,512
Memory Setup Time,2.67296,2097152,512
Kernel Exec Time,0.837632,2097152,512
Total Exec Time,3.40626,2097152,512
Memory Setup Time,2.51491,2097152,512
Kernel Exec Time,0.838657,2097152,512
Total Exec Time,3.64209,2097152,512
Memory Setup Time,2.75145,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.75157,2097152,512
Memory Setup Time,2.86068,2097152,512
Kernel Exec Time,0.839681,2097152,512
Total Exec Time,3.30105,2097152,512
Memory Setup Time,2.41038,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.43477,2097152,512
Memory Setup Time,2.54322,2097152,512
Kernel Exec Time,0.839681,2097152,512
Total Exec Time,3.81569,2097152,512
Memory Setup Time,2.92511,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,3.52206,2097152,512
Memory Setup Time,2.6324,2097152,512
Kernel Exec Time,0.838657,2097152,512
Total Exec Time,4.8933,2097152,512
Memory Setup Time,4.00389,2097152,512
Kernel Exec Time,0.838655,2097152,512
Total Exec Time,5.35642,2097152,512
Memory Setup Time,4.46626,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,5.96586,2097152,512
Memory Setup Time,5.07895,2097152,512
Kernel Exec Time,0.839681,2097152,512
Total Exec Time,4.88661,2097152,512
Memory Setup Time,3.99581,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,5.7827,2097152,512
Memory Setup Time,4.89159,2097152,512
Kernel Exec Time,0.838655,2097152,512
Total Exec Time,5.0837,2097152,512
Memory Setup Time,4.19733,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,5.63652,2097152,512
Memory Setup Time,4.74561,2097152,512
Kernel Exec Time,0.838656,2097152,512
Total Exec Time,6.11268,4194304,512
Memory Setup Time,4.46116,4194304,512
Kernel Exec Time,1.60359,4194304,512
Total Exec Time,4.21627,4194304,512
Memory Setup Time,2.56153,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.39785,4194304,512
Memory Setup Time,2.73953,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.38037,4194304,512
Memory Setup Time,2.71942,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.20615,4194304,512
Memory Setup Time,2.55025,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.31598,4194304,512
Memory Setup Time,2.65927,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.4297,4194304,512
Memory Setup Time,2.77454,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.2843,4194304,512
Memory Setup Time,2.62649,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.25618,4194304,512
Memory Setup Time,2.59976,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.36885,4194304,512
Memory Setup Time,2.71201,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.46691,4194304,512
Memory Setup Time,2.81005,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.72951,4194304,512
Memory Setup Time,3.07307,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,4.3954,4194304,512
Memory Setup Time,2.74039,4194304,512
Kernel Exec Time,1.60359,4194304,512
Total Exec Time,4.50754,4194304,512
Memory Setup Time,2.85124,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.65224,4194304,512
Memory Setup Time,2.99704,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.38733,4194304,512
Memory Setup Time,2.73116,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,7.00299,4194304,512
Memory Setup Time,5.34638,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,9.13848,4194304,512
Memory Setup Time,7.48097,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,7.31334,4194304,512
Memory Setup Time,5.65784,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,6.79803,4194304,512
Memory Setup Time,5.14183,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,6.63533,4194304,512
Memory Setup Time,4.97839,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,6.06018,4194304,512
Memory Setup Time,4.40625,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,6.29806,4194304,512
Memory Setup Time,4.64161,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,7.55861,4194304,512
Memory Setup Time,5.90378,4194304,512
Kernel Exec Time,1.60461,4194304,512
Total Exec Time,6.60951,4194304,512
Memory Setup Time,4.94705,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.00603,4194304,512
Memory Setup Time,2.34943,4194304,512
Kernel Exec Time,1.60359,4194304,512
Total Exec Time,4.33156,4194304,512
Memory Setup Time,2.67544,4194304,512
Kernel Exec Time,1.60358,4194304,512
Total Exec Time,4.24223,4194304,512
Memory Setup Time,2.58588,4194304,512
Kernel Exec Time,1.60359,4194304,512
Total Exec Time,4.04795,4194304,512
Memory Setup Time,2.38956,4194304,512
Kernel Exec Time,1.61075,4194304,512
Total Exec Time,4.0707,4194304,512
Memory Setup Time,2.41485,4194304,512
Kernel Exec Time,1.60256,4194304,512
Total Exec Time,5.86808,8388608,512
Memory Setup Time,2.62028,8388608,512
Kernel Exec Time,3.2,8388608,512
Total Exec Time,5.45062,8388608,512
Memory Setup Time,2.19836,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,5.81374,8388608,512
Memory Setup Time,2.56384,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,5.77126,8388608,512
Memory Setup Time,2.52091,8388608,512
Kernel Exec Time,3.19898,8388608,512
Total Exec Time,5.79505,8388608,512
Memory Setup Time,2.53951,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,5.62862,8388608,512
Memory Setup Time,2.37748,8388608,512
Kernel Exec Time,3.19898,8388608,512
Total Exec Time,5.66405,8388608,512
Memory Setup Time,2.41664,8388608,512
Kernel Exec Time,3.2,8388608,512
Total Exec Time,5.79412,8388608,512
Memory Setup Time,2.54996,8388608,512
Kernel Exec Time,3.19897,8388608,512
Total Exec Time,5.914,8388608,512
Memory Setup Time,2.66394,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,8.1777,8388608,512
Memory Setup Time,4.92826,8388608,512
Kernel Exec Time,3.19898,8388608,512
Total Exec Time,7.28088,8388608,512
Memory Setup Time,4.03488,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,8.47567,8388608,512
Memory Setup Time,5.20446,8388608,512
Kernel Exec Time,3.19898,8388608,512
Total Exec Time,7.21443,8388608,512
Memory Setup Time,3.9656,8388608,512
Kernel Exec Time,3.19693,8388608,512
Total Exec Time,9.5548,8388608,512
Memory Setup Time,6.30504,8388608,512
Kernel Exec Time,3.19693,8388608,512
Total Exec Time,9.50424,8388608,512
Memory Setup Time,6.25525,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,7.96209,8388608,512
Memory Setup Time,4.71266,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,8.90221,8388608,512
Memory Setup Time,5.65287,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,8.33551,8388608,512
Memory Setup Time,5.08471,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.3289,8388608,512
Memory Setup Time,3.07864,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.13957,8388608,512
Memory Setup Time,2.89018,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.24846,8388608,512
Memory Setup Time,2.99231,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,5.89471,8388608,512
Memory Setup Time,2.64547,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.25157,8388608,512
Memory Setup Time,3.00122,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.32749,8388608,512
Memory Setup Time,3.0768,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.15523,8388608,512
Memory Setup Time,2.90383,8388608,512
Kernel Exec Time,3.19898,8388608,512
Total Exec Time,6.19336,8388608,512
Memory Setup Time,2.94184,8388608,512
Kernel Exec Time,3.19897,8388608,512
Total Exec Time,6.04325,8388608,512
Memory Setup Time,2.79358,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.13564,8388608,512
Memory Setup Time,2.88718,8388608,512
Kernel Exec Time,3.19693,8388608,512
Total Exec Time,6.45003,8388608,512
Memory Setup Time,3.20102,8388608,512
Kernel Exec Time,3.19795,8388608,512
Total Exec Time,6.36721,8388608,512
Memory Setup Time,3.11639,8388608,512
Kernel Exec Time,3.19897,8388608,512
Total Exec Time,9.50433,16777216,512
Memory Setup Time,3.06416,16777216,512
Kernel Exec Time,6.38874,16777216,512
Total Exec Time,13.8055,16777216,512
Memory Setup Time,7.35549,16777216,512
Kernel Exec Time,6.39079,16777216,512
Total Exec Time,10.9326,16777216,512
Memory Setup Time,4.49047,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,11.5359,16777216,512
Memory Setup Time,5.09483,16777216,512
Kernel Exec Time,6.38873,16777216,512
Total Exec Time,11.7626,16777216,512
Memory Setup Time,5.32019,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,12.1327,16777216,512
Memory Setup Time,5.68979,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,12.6284,16777216,512
Memory Setup Time,6.18539,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,11.8124,16777216,512
Memory Setup Time,5.36792,16777216,512
Kernel Exec Time,6.38874,16777216,512
Total Exec Time,12.326,16777216,512
Memory Setup Time,5.88852,16777216,512
Kernel Exec Time,6.38874,16777216,512
Total Exec Time,11.9237,16777216,512
Memory Setup Time,5.48075,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,11.901,16777216,512
Memory Setup Time,5.45972,16777216,512
Kernel Exec Time,6.38874,16777216,512
Total Exec Time,9.58333,16777216,512
Memory Setup Time,3.14179,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.14568,16777216,512
Memory Setup Time,2.70409,16777216,512
Kernel Exec Time,6.39079,16777216,512
Total Exec Time,9.33974,16777216,512
Memory Setup Time,2.89686,16777216,512
Kernel Exec Time,6.38874,16777216,512
Total Exec Time,9.33362,16777216,512
Memory Setup Time,2.89174,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.6278,16777216,512
Memory Setup Time,3.19034,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.36127,16777216,512
Memory Setup Time,2.92351,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.34922,16777216,512
Memory Setup Time,2.89864,16777216,512
Kernel Exec Time,6.39078,16777216,512
Total Exec Time,9.14583,16777216,512
Memory Setup Time,2.69914,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.29446,16777216,512
Memory Setup Time,2.85098,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.24737,16777216,512
Memory Setup Time,2.80471,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.08657,16777216,512
Memory Setup Time,2.64546,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.54492,16777216,512
Memory Setup Time,3.09092,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.59021,16777216,512
Memory Setup Time,3.14784,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.77809,16777216,512
Memory Setup Time,3.33285,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,9.38483,16777216,512
Memory Setup Time,2.94318,16777216,512
Kernel Exec Time,6.38874,16777216,512
Total Exec Time,11.0667,16777216,512
Memory Setup Time,4.62615,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,13.2607,16777216,512
Memory Setup Time,6.8003,16777216,512
Kernel Exec Time,6.38771,16777216,512
Total Exec Time,9.9077,16777216,512
Memory Setup Time,3.46119,16777216,512
Kernel Exec Time,6.39078,16777216,512
Total Exec Time,13.7562,16777216,512
Memory Setup Time,7.31309,16777216,512
Kernel Exec Time,6.38976,16777216,512
Total Exec Time,18.728,33554432,512
Memory Setup Time,5.93987,33554432,512
Kernel Exec Time,12.7293,33554432,512
Total Exec Time,16.2779,33554432,512
Memory Setup Time,3.49473,33554432,512
Kernel Exec Time,12.7293,33554432,512
Total Exec Time,18.8457,33554432,512
Memory Setup Time,6.06288,33554432,512
Kernel Exec Time,12.7304,33554432,512
Total Exec Time,16.1693,33554432,512
Memory Setup Time,3.37893,33554432,512
Kernel Exec Time,12.7293,33554432,512
Total Exec Time,16.3413,33554432,512
Memory Setup Time,3.55906,33554432,512
Kernel Exec Time,12.7304,33554432,512
Total Exec Time,16.5507,33554432,512
Memory Setup Time,3.76635,33554432,512
Kernel Exec Time,12.7304,33554432,512
Total Exec Time,16.0119,33554432,512
Memory Setup Time,3.22885,33554432,512
Kernel Exec Time,12.7304,33554432,512
Total Exec Time,16.2052,33554432,512
