Event,ExecTime(ms),VectorSize,WorkGroupSize,Device
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.52235,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.42943,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.4614,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.36424,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049279,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.4555,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.36002,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050848,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.68429,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.59243,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.75165,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.65899,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.04912,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.72097,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.62815,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.60249,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.50282,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.04912,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.59216,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.49973,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049057,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.48055,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.38738,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049056,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.39296,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.30121,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049473,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.65565,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.56344,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.76605,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.67403,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.048865,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.7507,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.65816,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.56144,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.46939,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.68239,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.58868,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.5583,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.4645,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57011,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.46997,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049471,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.45542,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.36325,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.53903,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.44535,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050175,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.68666,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.59435,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049088,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.62162,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.52083,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049088,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57608,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48319,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049152,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.68826,8192,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.59579,8192,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049152,8192,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.46611,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.37058,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.052353,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.63932,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.5463,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049152,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.75661,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.66373,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049215,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.53554,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.44134,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049408,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.5935,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.50016,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049473,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.68013,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.58688,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.47233,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.37423,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.0512,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.43635,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.34142,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050335,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.5637,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47235,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.87914,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78677,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.58064,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48714,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57258,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47934,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.66677,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.57407,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049248,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.40692,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.31498,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.62546,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.53359,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049313,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.58635,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48948,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.05072,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.513,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.42024,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049376,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.39474,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.30196,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.80164,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.7087,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049311,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.56934,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47616,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049344,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.5886,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.49577,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049153,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.80459,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.71089,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049183,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.85087,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.75788,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049185,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57848,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48059,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.052383,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.53144,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.43789,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050752,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.46751,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.37339,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049152,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.58272,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48998,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049343,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.7206,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.62785,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.05056,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.63956,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.54711,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.60224,16384,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.50548,16384,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051199,16384,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.55904,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.46639,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050432,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.84589,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.75183,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049536,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.6221,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.52923,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050304,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.77394,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.67386,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051008,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.64787,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.55391,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.05024,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.46549,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.3722,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049889,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.63059,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.53564,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051168,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.47919,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.38674,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049503,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.67677,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.57777,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049152,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.96525,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.87189,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049473,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.8051,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.71092,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049281,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.74511,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.64953,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050752,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.53152,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.43685,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051103,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.42214,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.32934,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049631,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.55931,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.46563,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050913,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.69331,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.59323,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049441,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.59973,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.50565,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050335,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.56957,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.4754,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051008,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.69399,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.60054,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049151,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.50326,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.40895,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050911,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.50736,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.41319,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050848,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.52813,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.43518,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049473,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.73007,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.63704,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050272,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.59447,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.50013,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049631,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.7013,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.60848,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050753,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.5384,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.44439,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.049279,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.39304,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.30008,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050399,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.45423,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.36111,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050528,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57506,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48152,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051008,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.4227,32768,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.31814,32768,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050975,32768,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.02699,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.93333,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051199,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.61314,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.51801,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051073,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57343,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47744,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051424,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.70059,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.60561,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.0512,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57506,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47991,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051199,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.65319,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.55877,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051201,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.52534,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.42099,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051969,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.585,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.46991,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.053248,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57805,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47869,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051071,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.87587,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78133,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051105,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.6981,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.60336,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.0512,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.59824,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.50373,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051104,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.59196,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.49693,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051039,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.60801,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.51021,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051199,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.49949,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.40247,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051233,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.49501,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.39993,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051201,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.60753,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.51211,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.050944,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.81958,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.72411,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.0512,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.52794,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.43316,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051168,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.54719,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.44712,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051201,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.52677,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.43136,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051456,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.51089,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.41242,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051872,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.94515,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.85079,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051328,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.72882,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.63366,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051167,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.65993,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.56542,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051008,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.57261,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.47313,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051008,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.47768,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.38376,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051264,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.59254,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.49404,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051777,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.58314,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.48927,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051136,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.61709,65536,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.52263,65536,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.051201,65536,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.92107,131072,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.78077,131072,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.097728,131072,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.79074,131072,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.64899,131072,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.097377,131072,256,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.71329,131072,256,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.56447,131072,256,NVIDIA GeForce RTX 2080 Ti
Kernel Exec Time,0.098304,131072,256,NVIDIA GeForce RTX 2080 Ti
