Event,ExecTime(ms),VectorSize,WorkGroupSize,Device
Memory Setup Time,4.94994,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2436,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.7961,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.50248,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2436,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.5431,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.24916,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.438,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.13855,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.606,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.30482,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.7362,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.42463,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2456,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.3762,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.08135,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2456,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.2631,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,2.96747,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.9535,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.65729,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2467,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.4873,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.18748,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2436,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,53.6403,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.34817,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2426,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,54.0869,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.79235,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,54.012,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,3.71158,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,55.9876,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,5.69088,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2446,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,56.0579,67108864,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,5.76206,67108864,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,50.2456,67108864,1024,NVIDIA A100 80GB PCIe
Total Exec Time,107.1,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.64684,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.402,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,106.218,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,5.75053,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,106.529,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.07714,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.398,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,107.355,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.90032,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.396,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,107.326,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.87544,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.341,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.88691,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.401,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.817,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.36128,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.401,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.941,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.49063,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.401,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.891,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.44147,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.396,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.308,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.85612,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.401,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.946,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.4923,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.227,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.77943,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.397,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.931,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.45649,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.405,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.664,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.20809,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.403,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.275,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.78228,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.004,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.54119,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.042,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.5921,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.397,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,106.95,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.49961,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.399,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.128,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.67204,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.399,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.978,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,5.52633,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.398,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,108.399,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,7.94266,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.398,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,107.361,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.90822,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.401,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,107.414,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.9551,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.399,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,108.968,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,8.51825,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.399,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.938,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.48119,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.808,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.35796,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.399,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.156,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.70063,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.399,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.274,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.82428,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.4,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,105.044,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.59289,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.398,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,104.933,134217728,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,4.47909,134217728,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,100.397,134217728,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.312,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.49396,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.766,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.39,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.56696,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.758,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,208.078,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,7.25643,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.763,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,209.508,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,8.69907,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.755,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,209.387,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,8.57027,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.76,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,210.84,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.0245,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,210.52,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.70169,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.761,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,210.883,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.071,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,210.931,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.1174,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.761,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.13,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.3202,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.067,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.25206,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.761,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.197,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.38238,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.761,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.299,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.484,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.762,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.018,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.1947,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.762,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.174,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.35788,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.756,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.201,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.37503,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.762,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.439,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.60738,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.763,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.171,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.34989,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.288,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.47562,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.758,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,210.958,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.1396,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.757,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,211.393,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.5727,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.758,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,209.325,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,8.50748,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.76,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,208.878,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,8.06639,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.76,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,210.197,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.37843,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.764,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.316,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.49509,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.762,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.356,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.54089,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.12,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.30682,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.364,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.55497,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.176,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.36443,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.759,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,207.404,268435456,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,6.59094,268435456,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,200.76,268435456,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.886,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.285,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.545,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,412.34,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.7383,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.546,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.951,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.3418,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,416.784,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,15.1792,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.879,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.26,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.549,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,415.087,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,13.4796,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.556,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.94817,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.819,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.2103,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.96,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.3545,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.55,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,412.018,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.4076,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.912,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.3085,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.561,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.95775,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.544,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.577,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.96728,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.543,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.57,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.96157,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.544,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,413.52,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,11.9063,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,415.66,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,14.0496,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.551,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,416.716,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,15.1081,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.549,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,412.655,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,11.0477,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.55,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.686,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.0777,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.551,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.391,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.78663,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.932,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.3215,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.55,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.514,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.8851,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.55,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.7,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.0858,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.544,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.775,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,10.1682,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.491,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.88814,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,415.111,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,13.5016,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.55,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,414.916,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,13.3051,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.549,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,415.823,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,14.218,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,414.394,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,12.7883,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.547,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,411.518,536870912,1024,NVIDIA A100 80GB PCIe
Memory Setup Time,9.91324,536870912,1024,NVIDIA A100 80GB PCIe
Kernel Exec Time,401.548,536870912,1024,NVIDIA A100 80GB PCIe
Total Exec Time,2.50603,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.36582,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.56109,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.41899,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.4868,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.34706,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088063,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.24264,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.10224,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.61141,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.47077,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.089087,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.81079,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.67053,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,3.26019,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,3.12056,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,3.54205,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,3.40186,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,3.25772,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,3.11808,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088063,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.88964,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.74675,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.089088,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,3.91266,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,3.77172,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088065,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,3.3565,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,3.21573,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088065,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.61239,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.46513,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,3.24377,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,3.10214,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.28241,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.14175,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.54922,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.4068,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088065,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.46842,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.31825,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.089088,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.4816,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.33898,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.41599,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.27697,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.63713,1024,512,NVIDIA A100 80GB PCIe
Memory Setup Time,2.49711,1024,512,NVIDIA A100 80GB PCIe
Kernel Exec Time,0.088064,1024,512,NVIDIA A100 80GB PCIe
Total Exec Time,2.57346,1024,512,NVIDIA A100 80GB PCIe
