Event,ExecTime(ms),VectorSize,WorkGroupSize,Device
Shutdown Kernel Exec Time,33.5953,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1353.42,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,754.791,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,289.149,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,242.15,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1711,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2632.23,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1476.56,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,569.675,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,451.578,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.324,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5179.93,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2906.76,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1139.41,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,864.948,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.637,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.64163,1024,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.102385,1024,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.571391,1024,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004,1024,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.036864,1024,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.309404,2048,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.049113,2048,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.181985,2048,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004001,2048,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.036865,2048,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.323323,4096,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.042877,4096,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.174753,4096,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.030817,4096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037759,4096,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.40701,8192,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.070855,8192,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.186432,8192,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.075776,8192,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038271,8192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.577385,16384,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.115174,16384,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.246144,16384,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.141311,16384,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038752,16384,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.822716,32768,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.208995,32768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.325632,32768,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.209088,32768,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038273,32768,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.26445,65536,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.3956,65536,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.475296,65536,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.312415,65536,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038911,65536,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.14162,131072,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.778109,131072,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.825535,131072,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.419359,131072,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.072577,131072,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.63465,262144,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.36035,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.945663,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.14058,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.141792,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.80901,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.9047,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.56672,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.99766,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.281473,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.702,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.01168,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.9737,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.10502,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.559647,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.1394,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,13.2623,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.08314,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,7.6521,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.08196,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,51.2759,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,24.579,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,9.99628,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,14.4786,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.12774,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,98.4212,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,49.7989,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,19.6936,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,24.627,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.21863,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,185.738,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,101.784,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,34.9393,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,40.5323,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.40219,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,354.019,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,200.178,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,71.174,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,65.7822,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,16.8029,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,677.374,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,388.349,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,133.859,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,121.479,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,33.5974,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1306.12,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,753.328,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,255.893,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,229.549,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1743,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2625.72,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1474.03,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,560.769,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,456.5,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.327,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5199.16,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2904.85,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1160.66,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,864.846,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.633,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.38307,1024,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.090182,1024,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.587777,1024,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,1024,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038465,1024,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.304418,2048,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.049349,2048,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.175841,2048,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.003936,2048,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.036864,2048,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.319372,4096,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.04372,4096,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.167743,4096,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.033407,4096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038784,4096,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.398118,8192,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.070209,8192,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.180128,8192,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.073856,8192,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037024,8192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.572047,16384,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.116412,16384,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.240321,16384,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.139264,16384,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037599,16384,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.816526,32768,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.212211,32768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.312064,32768,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.206656,32768,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038657,32768,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.27106,65536,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.397447,65536,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.475936,65536,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.316512,65536,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038912,65536,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.22207,131072,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.79176,131072,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.89872,131072,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.413663,131072,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.072703,131072,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.60395,262144,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.35443,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.941025,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.11968,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.141793,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.71626,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.92027,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.56454,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.89408,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.280672,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.6139,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.02361,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.84922,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.12323,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.56115,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.1261,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,12.853,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.20397,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,7.9278,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.08263,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,53.2296,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,26.0835,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,9.92461,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,15.0169,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.12771,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,98.8967,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,49.9526,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,19.6944,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,24.9467,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.21863,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,189.321,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,101.784,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,38.2568,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,40.79,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.40225,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,350.822,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,199.615,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,69.3513,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,64.9632,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,16.8018,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,677.322,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,387.551,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,133.682,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,122.402,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,33.5951,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1320.28,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,754.85,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,245.309,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,252.772,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1765,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2630.65,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1471.09,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,575.034,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,450.097,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.327,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5176.52,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2905.53,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1137.35,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,864.82,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.64,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.56249,1024,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.088187,1024,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.58976,1024,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004097,1024,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038689,1024,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.299715,2048,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.049004,2048,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.172032,2048,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,2048,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038369,2048,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.315174,4096,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.042882,4096,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.166561,4096,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.03168,4096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037696,4096,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.419262,8192,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.075656,8192,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.192512,8192,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.075776,8192,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.03744,8192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.564134,16384,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.115839,16384,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.237567,16384,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.136511,16384,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037249,16384,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.811266,32768,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.21045,32768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.311296,32768,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.210943,32768,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038912,32768,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.26337,65536,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.394295,65536,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.473313,65536,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.314337,65536,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038529,65536,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.25215,131072,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.786214,131072,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.910975,131072,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.436319,131072,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.072447,131072,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.64153,262144,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.35399,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.964608,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.13382,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.141439,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.83359,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.91349,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.56618,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.01376,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.281376,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.7599,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.05992,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.90202,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.18553,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.56099,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.3504,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,13.2998,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.23517,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,7.67001,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.0816,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,50.9058,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,24.3933,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,9.75258,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,14.5333,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.12995,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,98.6441,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,49.8038,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,19.8706,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,24.6655,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.21866,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,188.609,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,101.611,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,37.5057,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,41.0031,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.40186,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,347.231,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,199.435,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,65.7507,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,65.1512,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,16.8018,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,678.033,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,387.96,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,134.349,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,122.035,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,33.597,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1351.82,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,754.426,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,285.659,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,244.402,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1741,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2635.56,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1476.8,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,570.753,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,453.59,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.326,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5171.83,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2907.31,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1131.29,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,864.414,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.632,536870912,1024,NVIDIA GeForce RTX 2080 Ti
