Event,ExecTime(ms),VectorSize,WorkGroupSize,Device
Memory Setup Time,1.87341,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.944129,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.14922,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.142145,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.81571,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.88628,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.58496,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.9968,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.281439,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.7752,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.14314,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.78938,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.22864,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.559841,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.2445,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,12.9891,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.39923,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,7.70259,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.08329,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,53.7024,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,26.8655,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,10.6538,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,13.9766,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.12788,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,98.0591,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,49.5583,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,20.3476,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,23.8531,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.21889,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,183.445,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,101.666,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,35.7681,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,37.5111,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.40628,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,353.505,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,199.265,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,72.278,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,65.0716,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,16.8016,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,675.485,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,387.501,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,132.058,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,122.243,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,33.5964,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1325.78,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,754.652,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,245.345,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,258.441,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1714,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2637.1,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1477.6,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,574.231,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,450.851,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.324,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5151.38,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2904.87,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1113.89,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,863.799,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.636,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.6799,1024,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.094352,1024,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.534528,1024,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.003873,1024,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.036961,1024,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.298613,2048,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.049961,2048,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.169376,2048,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,2048,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037344,2048,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.316463,4096,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.042937,4096,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.167393,4096,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.032769,4096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037888,4096,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.403289,8192,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.076124,8192,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.17904,8192,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.074112,8192,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038464,8192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.571742,16384,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.11513,16384,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.240448,16384,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.141311,16384,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038913,16384,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.810927,32768,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.209153,32768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.313344,32768,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.210815,32768,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038431,32768,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.27321,65536,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.397133,65536,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.476,65536,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.317439,65536,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038272,65536,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.22752,131072,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.784719,131072,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.897215,131072,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.425984,131072,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.073408,131072,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.55089,262144,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.36703,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.871072,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.12403,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.141984,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.76347,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.9259,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.54893,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.95174,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.281088,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.4787,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.01161,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.84394,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.00928,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.56115,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,26.7743,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,12.9009,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.19427,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,7.53664,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.0826,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,52.9377,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,25.9462,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,9.69318,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,15.0818,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.12788,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,98.4143,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,49.6034,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,19.7518,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,24.7581,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.21773,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,189.26,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,101.632,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,37.66,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,41.4822,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.40247,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,353.075,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,199.212,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,70.9106,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,66.0642,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,16.8016,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,694.933,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,387.579,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,133.975,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,139.691,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,33.5953,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1353.94,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,755.119,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,293.158,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,238.33,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1704,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2645.21,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1477.58,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,581.304,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,451.903,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.324,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5194.7,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2909.07,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1154.11,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,862.704,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.635,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.2639,1024,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.098481,1024,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.54512,1024,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.010144,1024,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.04096,1024,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.299128,2048,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.048739,2048,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.172033,2048,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.004096,2048,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.03792,2048,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.319104,4096,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.045324,4096,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.16688,4096,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.032481,4096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038431,4096,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.403389,8192,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.072599,8192,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.180703,8192,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.075296,8192,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037024,8192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.571461,16384,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.115621,16384,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.241664,16384,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.139263,16384,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037632,16384,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.812777,32768,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.210826,32768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.313952,32768,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.210273,32768,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037473,32768,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.26127,65536,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.395557,65536,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.475135,65536,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.309567,65536,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038464,65536,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.19126,131072,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.798703,131072,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.85472,131072,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.417791,131072,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.073376,131072,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,3.59929,262144,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.34061,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.950592,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.11831,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.141568,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,6.86048,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.90356,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.58867,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.02976,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.282113,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.6478,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.03214,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.81216,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.18816,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.560608,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,27.1086,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,13.0611,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,5.19373,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,7.70186,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,1.0818,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,52.7608,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,26.0275,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,9.85626,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,14.6678,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,2.12685,4194304,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,97.6111,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,49.6607,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,19.2963,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,24.3508,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,4.21889,8388608,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,187.611,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,101.551,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,36.7596,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,40.8146,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,8.40122,16777216,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,354.668,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,199.439,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,71.6355,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,66.7073,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,16.8013,33554432,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,699.771,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,387.964,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,134.582,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,143.537,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,33.5955,67108864,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1355.35,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,755.596,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,285.844,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,246.584,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,67.1692,134217728,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2624.32,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1471.93,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,564.749,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,453.212,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,134.325,268435456,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,5210.6,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2919.81,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1153.31,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,868.676,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,268.631,536870912,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.09531,1024,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.09427,1024,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.55616,1024,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.01024,1024,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.040961,1024,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.305846,2048,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.048826,2048,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.176704,2048,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.003935,2048,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.037505,2048,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.340388,4096,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.044367,4096,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.176128,4096,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.034817,4096,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038816,4096,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.480762,8192,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.121033,8192,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.191648,8192,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.079167,8192,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038624,8192,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,0.68663,16384,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.194642,16384,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.255104,16384,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.146848,16384,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038848,16384,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.10819,32768,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.34422,32768,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.454144,32768,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.215615,32768,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038913,32768,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1.57749,65536,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,0.634019,65536,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.534431,65536,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.313185,65536,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.038912,65536,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,2.78112,131072,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,1.2489,131072,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.958463,131072,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.434175,131072,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.075392,131072,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,4.36309,262144,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.06922,262144,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,0.951648,262144,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,1.14893,262144,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.142849,262144,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,7.4108,524288,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.41682,524288,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1.60416,524288,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,2.04781,524288,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.281824,524288,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,13.6946,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,6.07509,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,2.84314,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,4.16342,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,0.560543,1048576,1024,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,26.524,2097152,1024,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,12.4627,2097152,1024,NVIDIA GeForce RTX 2080 Ti
